Teste,Tamanho do Grid,Percentual Obstaculos (%),Tempo de Execucao (s),Tempo de Execucao (ms),Nos Expandidos,Vizinhos Avaliados,Vizinhos Inseridos na Lista Aberta,Tamanho Maximo da Lista Aberta,Comprimento do Caminho (passos),Custo Total do Caminho
26,5000x5000_10,10,11.740,11740,3101758,24814056,5146015,423602,5583,73820
27,5000x5000_10,10,10.381,10381,2792882,22343048,4679449,319772,5465,73512
28,5000x5000_10,10,24.457,24457,6375877,51007008,10807142,608190,5508,73066
29,5000x5000_10,10,12.651,12651,3328632,26629048,5493199,437310,5611,73900
30,5000x5000_10,10,9.223,9223,2511892,20095128,4254391,265311,5438,72766
31,5000x5000_10,10,11.838,11838,3217788,25742296,5535578,405264,5577,73728
32,5000x5000_10,10,14.246,14246,3698930,29591432,6100272,428378,5663,74220
33,5000x5000_10,10,10.296,10296,2573320,20586552,4456224,277890,5462,72990
34,5000x5000_10,10,8.961,8961,2297495,18379952,3919875,207473,5392,72514
35,5000x5000_10,10,23.699,23699,6173516,49388120,10728498,586297,5512,73154
36,5000x5000_10,10,8.104,8104,2243639,17949104,3783707,251217,5397,72456
37,5000x5000_10,10,15.386,15386,3992749,31941984,6377213,399143,5751,74804
38,5000x5000_10,10,15.432,15432,3598332,28786648,6215344,427265,5700,74474
39,5000x5000_10,10,11.704,11704,2929507,23436048,5052939,343926,5515,73124
40,5000x5000_10,10,11.558,11558,2673715,21389712,4736529,322944,5492,73010
41,5000x5000_20,20,29.433,29433,4308013,34464096,6794113,456559,5892,76050
42,5000x5000_20,20,15.022,15022,3078322,24626568,5005834,350741,5625,73856
43,5000x5000_20,20,23.356,23356,3323503,26588016,5311440,275615,5673,74120
44,5000x5000_20,20,13.389,13389,2806506,22452040,4714424,312057,5572,73498
45,5000x5000_20,20,12.721,12721,2784995,22279952,4680444,322646,5572,73474
46,5000x5000_20,20,15.057,15057,3284303,26274416,5214285,232886,5658,74030
47,5000x5000_20,20,14.139,14139,2720058,21760456,4628675,317298,5557,73360
48,5000x5000_20,20,12.245,12245,2679881,21439040,4517413,323299,5544,73282
49,5000x5000_20,20,15.613,15613,3240319,25922544,5172347,237856,5652,73970
50,5000x5000_20,20,15.277,15277,3104792,24838328,5071516,291002,5639,73860
51,5000x5000_20,20,14.762,14762,2909357,23274848,4842376,334458,5596,73610
52,5000x5000_20,20,13.590,13590,2751379,22011024,4630089,325211,5565,73424
53,5000x5000_20,20,13.836,13836,2752219,22017744,4624404,312289,5566,73414
54,5000x5000_20,20,16.217,16217,3349298,26794376,5318403,236970,5661,74064
55,5000x5000_20,20,15.007,15007,3124676,24997400,5113092,315242,5636,73866
56,5000x5000_20,20,17.311,17311,3565964,28527704,5716080,343241,5715,74420
57,5000x5000_20,20,14.805,14805,3161728,25293816,5118455,258164,5642,73902
58,5000x5000_20,20,16.232,16232,3450686,27605480,5528896,292835,5690,74270
59,5000x5000_20,20,15.858,15858,3197876,25583000,5243843,335013,5653,73944
60,5000x5000_20,20,16.214,16214,3294676,26357400,5324752,298243,5651,74068
61,5000x5000_30,30,20.215,20215,4757003,38056016,6886073,427634,6098,77798
62,5000x5000_30,30,14.204,14204,3854243,30833936,5824250,389458,5920,75802
63,5000x5000_30,30,18.984,18984,4704659,37637264,6738884,350113,6063,77252
64,5000x5000_30,30,18.074,18074,4506728,36053816,6532510,380716,6032,77010
65,5000x5000_30,30,19.669,19669,4650640,37205112,6811553,442890,6072,77394
66,5000x5000_30,30,15.005,15005,4023145,32185152,6074447,384151,5935,76108
67,5000x5000_30,30,25.873,25873,6033885,48271072,8407282,397345,6255,79932
68,5000x5000_30,30,15.742,15742,3965084,31720664,5950995,389107,5933,76048
69,5000x5000_30,30,21.844,21844,4903684,39229464,7049376,472572,6147,78220
70,5000x5000_30,30,16.810,16810,4992723,39941776,7139517,490772,6138,78334
71,5000x5000_30,30,16.484,16484,5165198,41321576,7407465,508390,6159,78748
72,5000x5000_30,30,24.404,24404,4602222,36817768,6719924,426814,6064,77722
73,5000x5000_30,30,26.435,26435,4813442,38507528,6960783,453556,6111,77740
74,5000x5000_30,30,25.060,25060,4643513,37148096,6817047,410561,6079,77412
75,5000x5000_30,30,24.141,24141,5684550,45476392,8051636,570989,6276,79826
76,5000x5000_30,30,20.242,20242,5070866,40566920,7329325,458438,6131,78244
77,5000x5000_30,30,28.405,28405,6457023,51656176,9234800,689578,6359,81468
78,5000x5000_30,30,19.629,19629,5215163,41721296,7500852,546249,6190,78902
79,5000x5000_30,30,25.272,25272,4376144,35009144,6439203,382291,6030,76798
80,5000x5000_30,30,30.075,30075,6432358,51458856,8994028,559795,6418,81406
