Teste,Tamanho do Grid,Percentual Obstaculos (%),Tempo de Execucao (s),Tempo de Execucao (ms),Nos Expandidos,Vizinhos Avaliados,Vizinhos Inseridos na Lista Aberta,Tamanho Maximo da Lista Aberta,Comprimento do Caminho (passos),Custo Total do Caminho
63,5000x5000_30,30,43.924,43924,2817941,22543520,4409301,2649,5609,73640
64,5000x5000_30,30,53.103,53103,2806879,22455024,4392906,2768,5606,73630
65,5000x5000_30,30,47.692,47692,2816139,22529104,4406322,2761,5606,73630
66,5000x5000_30,30,48.738,48738,2830125,22640992,4429328,2666,5607,73644
67,5000x5000_30,30,47.795,47795,2817678,22541416,4407841,2613,5603,73628
68,5000x5000_30,30,54.424,54424,2831152,22649208,4428288,2645,5609,73648
69,5000x5000_30,30,63.741,63741,2852080,22816632,4462580,2821,5612,73666
70,5000x5000_30,30,54.401,54401,2788940,22311512,4364520,2830,5604,73618
71,5000x5000_30,30,117.199,117199,2802405,22419232,4384865,2719,5604,73618
72,5000x5000_30,30,121.595,121595,2831987,22655888,4433230,2699,5606,73638
73,5000x5000_30,30,119.026,119026,2813846,22510760,4405033,2697,5607,73636
74,5000x5000_30,30,77.782,77782,2798129,22385024,4380321,2876,5602,73614
75,5000x5000_30,30,79.648,79648,2810055,22480432,4398110,2767,5608,73634
76,5000x5000_30,30,87.470,87470,2818561,22548480,4409397,2740,5606,73638
77,5000x5000_30,30,61.153,61153,2829706,22637640,4428055,2741,5611,73652
78,5000x5000_30,30,42.512,42512,2821011,22568080,4414006,2613,5605,73632
79,5000x5000_30,30,50.457,50457,2816892,22535128,4407987,2672,5605,73624
80,5000x5000_30,30,48.885,48885,2836911,22695280,4441466,2780,5607,73652
