Teste,Tamanho do Grid,Percentual Obstaculos (%),Tempo de Execucao (s),Tempo de Execucao (ms),Nos Expandidos,Vizinhos Avaliados,Vizinhos Inseridos na Lista Aberta,Tamanho Maximo da Lista Aberta,Comprimento do Caminho (passos),Custo Total do Caminho
22,5000x5000_10,10,34.937,34937,3825337,30602688,6265287,343784,5626,74118
23,5000x5000_10,10,37.743,37743,3917859,31342864,6505388,403232,5649,74392
24,5000x5000_10,10,20.468,20468,2385504,19084024,4173054,197353,5405,72424
25,5000x5000_10,10,26.816,26816,3020697,24165568,5049857,305657,5525,73232
26,5000x5000_10,10,24.772,24772,2819901,22559200,4780494,286765,5488,72978
27,5000x5000_10,10,22.048,22048,2642156,21137240,4637178,268923,5445,72680
28,5000x5000_10,10,19.616,19616,2255930,18047432,4006118,194117,5391,72340
29,5000x5000_10,10,18.660,18660,2233908,17871256,3971110,194161,5384,72290
30,5000x5000_10,10,28.149,28149,3315780,26526232,5837197,339228,5415,72484
31,5000x5000_10,10,18.970,18970,2221144,17769144,3921073,189143,5372,72234
32,5000x5000_10,10,17.458,17458,2178156,17425240,3849488,190893,5372,72226
33,5000x5000_10,10,16.626,16626,2019741,16157920,3606659,177084,5338,72030
34,5000x5000_10,10,16.928,16928,2002482,16019848,3573235,187451,5345,72072
35,5000x5000_10,10,28.641,28641,3197509,25580064,5493444,326945,5564,73514
36,5000x5000_10,10,18.256,18256,2231708,17853656,3912915,185322,5390,72334
37,5000x5000_10,10,18.370,18370,2248950,17991592,3957704,181484,5380,72282
38,5000x5000_10,10,20.491,20491,2473739,19789904,4253540,222961,5426,72566
39,5000x5000_10,10,21.391,21391,2560349,20482784,4408781,236266,5442,72654
40,5000x5000_10,10,30.137,30137,3383063,27064496,5801852,286220,5427,72564
41,5000x5000_20,20,27.812,27812,3625983,29007856,5633153,268621,5696,74346
42,5000x5000_20,20,23.175,23175,3131538,25052296,5007921,273638,5640,73890
43,5000x5000_20,20,26.288,26288,3547451,28379600,5587505,322166,5701,74344
44,5000x5000_20,20,25.665,25665,3351154,26809224,5441368,353330,5668,74074
45,5000x5000_20,20,25.359,25359,3426589,27412704,5438420,304599,5672,74138
46,5000x5000_20,20,25.018,25018,3288865,26310912,5235740,317928,5670,74126
47,5000x5000_20,20,23.116,23116,3154918,25239336,5124394,311886,5632,73866
48,5000x5000_20,20,24.330,24330,3298062,26384488,5245721,292684,5659,74044
49,5000x5000_20,20,24.794,24794,3268312,26146488,5222814,295847,5652,73978
50,5000x5000_20,20,23.573,23573,3157812,25262488,5099263,283428,5622,73830
51,5000x5000_20,20,24.888,24888,3356127,26849008,5287743,297803,5696,74306
52,5000x5000_20,20,23.687,23687,3222400,25779192,5228486,318066,5644,73970
53,5000x5000_20,20,22.406,22406,3080343,24642736,4974544,285311,5617,73744
54,5000x5000_20,20,25.236,25236,3333214,26665704,5384508,324077,5657,74064
55,5000x5000_20,20,24.049,24049,3202222,25617768,5130805,308459,5630,73886
56,5000x5000_20,20,26.286,26286,3333603,26668816,5295372,300287,5669,74064
57,5000x5000_20,20,22.613,22613,3078581,24628640,4957879,284901,5634,73846
58,5000x5000_20,20,25.125,25125,3296715,26373712,5223919,303310,5670,74118
59,5000x5000_20,20,23.356,23356,3076474,24611784,4997802,286448,5624,73802
60,5000x5000_20,20,29.166,29166,4034772,32278168,6218533,314859,5783,74956
61,5000x5000_30,30,35.393,35393,5356803,42854416,7507299,434167,6169,78632
62,5000x5000_30,30,33.842,33842,5319030,42552232,7546870,478678,6208,79122
63,5000x5000_30,30,32.863,32863,4933518,39468136,7093541,475519,6150,78206
64,5000x5000_30,30,32.629,32629,5019756,40158040,7191260,473979,6154,78142
65,5000x5000_30,30,33.439,33439,5042760,40342072,7243549,516208,6172,78666
66,5000x5000_30,30,27.774,27774,4288971,34311760,6270145,397056,5997,76688
67,5000x5000_30,30,32.301,32301,4940276,39522200,7122466,478554,6158,78182
68,5000x5000_30,30,31.587,31587,4923263,39386096,7056362,449759,6103,77900
69,5000x5000_30,30,28.521,28521,4398549,35188384,6406837,402183,6020,76802
70,5000x5000_30,30,45.510,45510,6972638,55781096,9620029,521749,6481,82040
71,5000x5000_30,30,29.766,29766,4464760,35718072,6448251,403275,6037,76832
72,5000x5000_30,30,35.695,35695,5433813,43470496,7704793,483634,6217,78952
73,5000x5000_30,30,35.229,35229,5128792,41030328,7276689,431206,6149,78280
74,5000x5000_30,30,38.314,38314,5579291,44634320,7869245,489806,6219,79044
75,5000x5000_30,30,41.984,41984,6122625,48980992,8604092,550911,6328,80330
76,5000x5000_30,30,38.187,38187,5826217,46609728,8123412,452173,6270,79494
77,5000x5000_30,30,33.385,33385,4972595,39780752,7164095,477420,6138,77982
78,5000x5000_30,30,53.588,53588,8037636,64301080,11377920,805275,6271,79588
79,5000x5000_30,30,36.896,36896,5291212,42329688,7770227,604791,6136,78690
80,5000x5000_30,30,47.858,47858,5240167,41921328,7586899,492743,6171,78804
