Teste,Tamanho do Grid,Percentual Obstaculos (%),Tempo de Execucao (s),Tempo de Execucao (ms),Nos Expandidos,Vizinhos Avaliados,Vizinhos Inseridos na Lista Aberta,Tamanho Maximo da Lista Aberta,Comprimento do Caminho (passos),Custo Total do Caminho
52,5000x5000_20,20,20.357,20357,2057529,16460224,3626347,5670,5377,72248
53,5000x5000_20,20,25.505,25505,2013783,16110256,3550616,5576,5373,72224
54,5000x5000_20,20,26.860,26860,2075037,16600288,3657431,5649,5379,72260
55,5000x5000_20,20,22.528,22528,2069667,16557328,3648678,5978,5377,72248
56,5000x5000_20,20,24.185,24185,2083188,16665496,3672156,5915,5379,72260
57,5000x5000_20,20,22.210,22210,2000030,16000232,3528479,5643,5372,72218
58,5000x5000_20,20,34.808,34808,2087120,16696952,3672538,5638,5381,72272
59,5000x5000_20,20,23.681,23681,2045014,16360104,3605727,5812,5377,72248
60,5000x5000_20,20,40.667,40667,2087737,16701888,3677772,5548,5377,72248
61,5000x5000_30,30,99.390,99390,2846981,22775840,4453062,4698,5612,73658
62,5000x5000_30,30,45.707,45707,2812942,22503528,4399690,4362,5606,73630
63,5000x5000_30,30,41.988,41988,2826669,22613344,4422388,4593,5608,73642
64,5000x5000_30,30,44.854,44854,2865191,22921520,4481289,4415,5612,73658
65,5000x5000_30,30,52.235,52235,2798280,22386232,4376884,4468,5603,73620
66,5000x5000_30,30,81.223,81223,2856971,22855760,4469522,4465,5611,73660
67,5000x5000_30,30,42.987,42987,2836690,22693512,4439322,4407,5611,73652
68,5000x5000_30,30,43.266,43266,2867170,22937352,4482473,4887,5615,73676
69,5000x5000_30,30,47.039,47039,2813777,22510208,4404635,4505,5606,73638
70,5000x5000_30,30,46.835,46835,2866914,22935304,4487373,4326,5614,73670
71,5000x5000_30,30,49.552,49552,2829613,22636896,4425899,4328,5605,73632
72,5000x5000_30,30,38.601,38601,2736037,21888288,4273786,13124,5615,73684
73,5000x5000_30,30,48.244,48244,2773213,22185696,4340191,4382,5601,73600
74,5000x5000_30,30,57.669,57669,2833718,22669736,4435424,4466,5606,73646
75,5000x5000_30,30,37.920,37920,2816230,22529832,4407982,4734,5609,73640
76,5000x5000_30,30,51.350,51350,2877026,23016200,4501956,4315,5616,73682
77,5000x5000_30,30,58.238,58238,2796860,22374872,4378612,4338,5605,73624
78,5000x5000_30,30,41.350,41350,2806980,22455832,4392719,4495,5604,73626
79,5000x5000_30,30,41.382,41382,2873721,22989760,4494085,4443,5615,73684
80,5000x5000_30,30,50.166,50166,2794581,22356640,4372500,4297,5603,73620
